topic_1,topic_2,count
documentary-linguistics,descriptive-linguistics,15
documentary-linguistics,language-description,15
documentary-linguistics,lexicography,15
documentary-linguistics,lexicon,15
glosses,scription,10
glosses,scription-files,10
scription,scription-files,10
data-wrangling,database,9
data-wrangling,sql,9
database,sql,9
database,data-modelling,11
database,linked-art,11
database,schema-org,11
database,anthropology,14
database,content-management-system,14
database,ethnography,14
database,image,14
glossing,interlinear,8
glossing,interlinear-gloss,8
interlinear,interlinear-gloss,8
military,owl,7
information-theory-and-code,newspaper-analysis,3
command-line,npm-package,4
letters,norwegian,5
letters,documentation,12
letters,composer,4
letters,dharc,12
letters,knowledge-site,12
letters,renaissance,12
letters,semantic-technologies,12
letters,vespasiano-da-bisticci,12
arabic,image-processing,11
arabic,kraken,11
arabic,text-fabric,11
arabic,wisdom,11
arabic,workflow,11
arabic,arabic-nlp,7
arabic,nls,7
arabic,non-latin-languages,7
arabic,non-latin-scripts,7
image-processing,kraken,11
image-processing,text-fabric,11
image-processing,wisdom,11
image-processing,workflow,11
image-processing,reactjs,5
image-processing,color-analysis,6
image-processing,color-palette,6
image-processing,pillow,6
kraken,text-fabric,11
kraken,wisdom,11
kraken,workflow,11
text-fabric,wisdom,11
text-fabric,workflow,11
wisdom,workflow,11
knowledge-engineering,medieval-manuscripts,10
knowledge-engineering,medieval-manuscripts-ontology,10
knowledge-engineering,memo,10
knowledge-engineering,ontology-development,10
knowledge-engineering,progetto-irnerio,10
knowledge-engineering,samod,10
medieval-manuscripts,medieval-manuscripts-ontology,10
medieval-manuscripts,memo,10
medieval-manuscripts,ontology-development,10
medieval-manuscripts,progetto-irnerio,10
medieval-manuscripts,samod,10
medieval-manuscripts,prophecy,4
medieval-manuscripts,humanities-data,3
medieval-manuscripts-ontology,memo,10
medieval-manuscripts-ontology,ontology-development,10
medieval-manuscripts-ontology,progetto-irnerio,10
medieval-manuscripts-ontology,samod,10
memo,ontology-development,10
memo,progetto-irnerio,10
memo,samod,10
ontology-development,progetto-irnerio,10
ontology-development,samod,10
progetto-irnerio,samod,10
mayan-language,mayan-calendar,6
mayan-language,mayan-calendar,6
mayan-language,mesoamerica,6
mayan-language,mesoamerica,6
mayan-language,mesoamerica,5
mayan-language,mesoamerican,6
mayan-language,mesoamerican,6
angular,anton-webern,6
angular,digital-musicology,6
anton-webern,digital-musicology,6
bibliographic-data,lecture-notes,4
bibliographic-data,lecture-notes,5
bibliographic-data,kuleuven,5
lecture-notes,kuleuven,5
lecture-notes,computer-science,6
lecture-notes,lecture-course,6
baltic,climate,9
baltic,german-language,9
baltic,weather,9
climate,german-language,9
climate,weather,9
german-language,weather,9
german-language,digital-collections,7
german-language,prisoners-of-war,7
german-language,university-of-colorado-boulder,7
german-language,worldwar2,7
german-language,wwii,7
clarin,elexis,14
clarin,ilc-cnr,14
clarin,manual-annotations,14
clarin,mapping-algorithms,14
clarin,mapping-tools,14
clarin,sense-inventory,14
clarin,spacy-nlp,14
clarin,word-embeddings,14
clarin,word-sense,14
clarin,word-sense-disambiguation,14
elexis,ilc-cnr,14
elexis,manual-annotations,14
elexis,mapping-algorithms,14
elexis,mapping-tools,14
elexis,sense-inventory,14
elexis,spacy-nlp,14
elexis,word-embeddings,14
elexis,word-sense,14
elexis,word-sense-disambiguation,14
ilc-cnr,manual-annotations,14
ilc-cnr,mapping-algorithms,14
ilc-cnr,mapping-tools,14
ilc-cnr,sense-inventory,14
ilc-cnr,spacy-nlp,14
ilc-cnr,word-embeddings,14
ilc-cnr,word-sense,14
ilc-cnr,word-sense-disambiguation,14
manual-annotations,mapping-algorithms,14
manual-annotations,mapping-tools,14
manual-annotations,sense-inventory,14
manual-annotations,spacy-nlp,14
manual-annotations,word-embeddings,14
manual-annotations,word-sense,14
manual-annotations,word-sense-disambiguation,14
mapping-algorithms,mapping-tools,14
mapping-algorithms,sense-inventory,14
mapping-algorithms,spacy-nlp,14
mapping-algorithms,word-embeddings,14
mapping-algorithms,word-sense,14
mapping-algorithms,word-sense-disambiguation,14
mapping-tools,sense-inventory,14
mapping-tools,spacy-nlp,14
mapping-tools,word-embeddings,14
mapping-tools,word-sense,14
mapping-tools,word-sense-disambiguation,14
sense-inventory,spacy-nlp,14
sense-inventory,word-embeddings,14
sense-inventory,word-sense,14
sense-inventory,word-sense-disambiguation,14
spacy-nlp,word-embeddings,14
spacy-nlp,word-sense,14
spacy-nlp,word-sense-disambiguation,14
spacy-nlp,historical,7
spacy-nlp,nltk-python,7
word-embeddings,word-sense,14
word-embeddings,word-sense-disambiguation,14
word-embeddings,bert,6
word-embeddings,flair,7
word-embeddings,old-japanese-documents,7
word-sense,word-sense-disambiguation,14
bibliotheca-hertziana,max-planck-institute,6
bibliotheca-hertziana,photography,6
max-planck-institute,photography,6
photography,association,9
photography,association-paris-historique,9
photography,inventaire,9
photography,library-catalogue,9
news,preprocessing,7
news,exploratory-data-analysis,6
news,media,6
mayan-calendar,mesoamerica,6
mayan-calendar,mesoamerica,6
mayan-calendar,mesoamerican,6
mayan-calendar,mesoamerican,6
mesoamerica,mesoamerican,6
mesoamerica,mesoamerican,6
cdrh-api,has-issues,5
cdrh-api,rails-engine,5
has-issues,rails-engine,5
narratology,shared-task,4
rose-hobart,video-player,6
rose-hobart,webgl,6
video-player,webgl,6
cltk,lemmatizer,6
cltk,philology,4
cltk,middle-high-german,4
cltk,old-norse,4
cltk,old-norse,4
2d,c-sharp,9
2d,science,9
2d,shadow,9
2d,theater,9
2d,unity2d,9
2d,unity3d,9
c-sharp,science,9
c-sharp,shadow,9
c-sharp,theater,9
c-sharp,unity2d,9
c-sharp,unity3d,9
science,shadow,9
science,theater,9
science,unity2d,9
science,unity3d,9
science,essay,16
science,fable,16
science,fairy-tale,16
science,libretro,16
science,lyric,16
science,novel,16
science,prose,16
science,saga,16
shadow,theater,9
shadow,unity2d,9
shadow,unity3d,9
theater,unity2d,9
theater,unity3d,9
unity2d,unity3d,9
arabic-nlp,nls,7
arabic-nlp,non-latin-languages,7
arabic-nlp,non-latin-scripts,7
nls,non-latin-languages,7
nls,non-latin-scripts,7
non-latin-languages,non-latin-scripts,7
ner,nyu-specialcollections,4
ner,classification,7
ner,babelnet,7
ner,random-forest,7
ner,semantic-analysis,7
blog,greek,6
data-modelling,linked-art,11
data-modelling,schema-org,11
linked-art,schema-org,11
historical-newspapers,tesseract,6
historical-newspapers,tesseract-ocr,6
historical-newspapers,document-layout-analysis,5
historical-newspapers,data-analysis-python,8
historical-newspapers,performing-arts,8
culture-cloud,learning,6
culture-cloud,learning-labs,6
culture-cloud,learning-resources,6
learning,learning-labs,6
learning,learning-resources,6
learning,learning-resources,12
learning,epidoc-xml-markup,12
learning,tei-markup,12
learning,xpath,12
learning,cheeky,11
learning,cscl,11
learning,educational,11
learning,edutainment,11
learning,game,11
learning,personal-project,11
learning-labs,learning-resources,6
learning-resources,epidoc-xml-markup,12
learning-resources,tei-markup,12
learning-resources,xpath,12
image-analysis,pypi-package,5
image-analysis,video-processing,5
pypi-package,video-processing,5
hackathon,hands-on,6
hackathon,nuxtjs,6
hackathon,palimpsest,6
hackathon,prototype,6
hands-on,nuxtjs,6
hands-on,palimpsest,6
hands-on,prototype,6
nuxtjs,palimpsest,6
nuxtjs,prototype,6
palimpsest,prototype,6
constraint-logic-programming,replication,4
argentina,cuba,12
argentina,genre,12
argentina,linguistic-annotation,12
argentina,mexico,12
argentina,novels,12
argentina,text-corpus,12
cuba,genre,12
cuba,linguistic-annotation,12
cuba,mexico,12
cuba,novels,12
cuba,text-corpus,12
genre,linguistic-annotation,12
genre,mexico,12
genre,novels,12
genre,text-corpus,12
linguistic-annotation,mexico,12
linguistic-annotation,novels,12
linguistic-annotation,text-corpus,12
mexico,novels,12
mexico,text-corpus,12
novels,text-corpus,12
movies,tropes,4
tropes,graph,4
emnlp,interpretable-models,7
emnlp,word-movers-distance,7
interpretable-models,word-movers-distance,7
anthropotechnodigital,cloudready,9
anthropotechnodigital,ethique,9
anthropotechnodigital,numerique,9
anthropotechnodigital,suisse,9
anthropotechnodigital,tech4good,9
anthropotechnodigital,veille,9
cloudready,ethique,9
cloudready,numerique,9
cloudready,suisse,9
cloudready,tech4good,9
cloudready,veille,9
ethique,numerique,9
ethique,suisse,9
ethique,tech4good,9
ethique,veille,9
numerique,suisse,9
numerique,tech4good,9
numerique,veille,9
suisse,tech4good,9
suisse,veille,9
tech4good,veille,9
hip-hop,j-dilla,4
hip-hop,ethics,6
headless,jamstack,7
headless,nextjs,7
headless,podcast,7
headless,stackbit,7
headless,static,7
jamstack,nextjs,7
jamstack,podcast,7
jamstack,stackbit,7
jamstack,static,7
nextjs,podcast,7
nextjs,stackbit,7
nextjs,static,7
podcast,stackbit,7
podcast,static,7
podcast,a11y-experiment,7
podcast,humanitarian,7
podcast,podcasting,7
podcast,text-podcast,7
stackbit,static,7
education,hse,6
education,student-project,6
education,student-projects,6
education,chs,6
education,leipzig,6
education,sunoikisis,6
education,artificial-intelligence,7
education,ethical,7
education,government,7
education,strategy,7
hse,student-project,6
hse,student-projects,6
student-project,student-projects,6
anglo-saxon,asc-database,18
anglo-saxon,beautifulsoup,18
anglo-saxon,beautifulsoup4,18
anglo-saxon,binder,18
anglo-saxon,medieval,18
anglo-saxon,paleography,18
anglo-saxon,prosopography,18
anglo-saxon,webscraping,18
asc-database,beautifulsoup,18
asc-database,beautifulsoup4,18
asc-database,binder,18
asc-database,medieval,18
asc-database,paleography,18
asc-database,prosopography,18
asc-database,webscraping,18
beautifulsoup,beautifulsoup4,18
beautifulsoup,beautifulsoup4,18
beautifulsoup,binder,18
beautifulsoup,medieval,18
beautifulsoup,paleography,18
beautifulsoup,prosopography,18
beautifulsoup,webscraping,18
beautifulsoup,regular-expression,18
beautifulsoup,digital-editing,18
beautifulsoup,digital-publishing,18
beautifulsoup,epub,18
beautifulsoup,epub3,18
beautifulsoup,regular-expressions,18
beautifulsoup,scripts,18
beautifulsoup,texts,18
beautifulsoup,word,18
beautifulsoup,fastapi,5
beautifulsoup,whoosh,5
beautifulsoup4,binder,18
beautifulsoup4,medieval,18
beautifulsoup4,paleography,18
beautifulsoup4,prosopography,18
beautifulsoup4,webscraping,18
beautifulsoup4,regular-expression,18
beautifulsoup4,digital-editing,18
beautifulsoup4,digital-publishing,18
beautifulsoup4,epub,18
beautifulsoup4,epub3,18
beautifulsoup4,regular-expressions,18
beautifulsoup4,scripts,18
beautifulsoup4,texts,18
beautifulsoup4,word,18
binder,medieval,18
binder,paleography,18
binder,prosopography,18
binder,webscraping,18
medieval,paleography,18
medieval,prosopography,18
medieval,webscraping,18
medieval,manuscript,9
medieval,mirador,9
paleography,prosopography,18
paleography,webscraping,18
prosopography,webscraping,18
webscraping,twint,4
tesseract,tesseract-ocr,6
tesseract-ocr,britain,14
tesseract-ocr,british-empire,14
tesseract-ocr,history-of-finance,14
tesseract-ocr,lloyds-of-london,14
tesseract-ocr,lloyds-register,14
tesseract-ocr,nautical,14
tesseract-ocr,table-ocr,14
epidoc-xml-markup,tei-markup,12
epidoc-xml-markup,xpath,12
tei-markup,xpath,12
xpath,codifica-di-testi,16
xpath,dtd,16
xpath,esercizi,16
xpath,html-css-javascript,16
xpath,jquery-plugin,16
xpath,maphilight,16
xpath,text-encoding,16
pytorch,self-supervised-learning,3
jekyll-site,jekyll-theme,5
jekyll-site,jekyll-theme,4
jekyll-site,syracuse-university,5
jekyll-site,academic-project,4
jekyll-site,academic-project,3
jekyll-theme,syracuse-university,5
jekyll-theme,academic-project,4
coptic-studies,egypt,5
coptic-studies,egypt,10
coptic-studies,egypt,7
coptic-studies,egypt,8
coptic-studies,egypt,6
coptic-studies,egypt,8
coptic-studies,egyptology,5
coptic-studies,egyptology,7
coptic-studies,egyptology,8
coptic-studies,egyptology,8
coptic-studies,reactjs,10
coptic-studies,atlas,10
coptic-studies,bradypus,10
coptic-studies,encoding,7
coptic-studies,unicode,7
coptic-studies,codicology,8
coptic-studies,erc,6
coptic-studies,gis-data,8
egypt,egyptology,5
egypt,egyptology,7
egypt,egyptology,8
egypt,egyptology,8
egypt,reactjs,10
egypt,atlas,10
egypt,bradypus,10
egypt,encoding,7
egypt,unicode,7
egypt,codicology,8
egypt,erc,6
egypt,gis-data,8
egyptology,encoding,7
egyptology,unicode,7
egyptology,codicology,8
egyptology,converter,6
egyptology,latex-document,6
egyptology,dates,6
egyptology,papyrology,6
egyptology,gis-data,8
djvuxml,internet-archive,6
djvuxml,random-forests,6
internet-archive,random-forests,6
gutenberg-project,regex,11
gutenberg-project,regex-pattern,11
gutenberg-project,regexp,11
gutenberg-project,regular-expression,11
gutenberg-project,text-preprocessing,11
regex,regex-pattern,11
regex,regexp,11
regex,regular-expression,11
regex,text-preprocessing,11
regex,generator,7
regex,laws,7
regex,referral,7
regex-pattern,regexp,11
regex-pattern,regular-expression,11
regex-pattern,text-preprocessing,11
regexp,regular-expression,11
regexp,text-preprocessing,11
regular-expression,text-preprocessing,11
regular-expression,digital-editing,18
regular-expression,digital-publishing,18
regular-expression,epub,18
regular-expression,epub3,18
regular-expression,regular-expressions,18
regular-expression,scripts,18
regular-expression,texts,18
regular-expression,word,18
ethics,ethical-design,6
ethics,information-design,6
ethics,nineteenth-century-knowledge,6
manuscript,mirador,9
manuscript,mark16,6
manuscript,new-testament,6
manuscript,snsf,6
mirador,scholars,5
acdhhackathon2020,wikipedia-api,4
acdhhackathon2020,wikidata,5
computational-musicology,contours,5
computational-musicology,gregorian-chant,5
computational-musicology,plainchant,5
contours,gregorian-chant,5
contours,plainchant,5
gregorian-chant,plainchant,5
corpus-data,data-format,13
corpus-data,discourse,13
corpus-data,functionalism,13
corpus-data,computational-linguistics,13
corpus-data,computational-rhetoric,13
corpus-data,corpus-search,13
corpus-data,phrase-mining,13
corpus-data,rhetoric,13
corpus-data,search-algorithm,13
data-format,discourse,13
data-format,functionalism,13
discourse,functionalism,13
computational-linguistics,beyonce,14
computational-linguistics,black-culture,14
computational-linguistics,black-feminism,14
computational-linguistics,black-pride,14
computational-linguistics,computational-rhetoric,14
computational-linguistics,computational-rhetoric,13
computational-linguistics,computational-writing,14
computational-linguistics,intersectionality,14
computational-linguistics,lyrical-analysis,14
computational-linguistics,solange,14
computational-linguistics,song-lyrics,14
computational-linguistics,corpus-search,13
